203.0026,137
28909.0734,37757
28909.0734,36893
28909.0734,36252
28909.0734,35223
28909.0734,3960
28909.0734,3001
28909.0734,2855
28909.0734,2854
28909.0734,2843
28909.0734,2842
28909.0734,2734
28909.0734,2733
28909.0734,2724
28909.0734,2720
28909.0734,2719
28909.0734,2718
28909.0734,2715
28909.0734,2712
28909.0734,2711
28909.0734,2710
28909.0734,2709
28909.0734,2692
28909.0734,2548
28909.0734,2494
28909.0734,2487
28909.0734,2473
28909.0734,2472
28909.0734,2359
28909.0734,402
28909.0734,188
29837.0734,3535
29837.0734,509
29837.0734,426
29837.0734,361
29837.0734,353
29838.0734,3417
207.0026,139
24704.0002,36059
29839.0734,1635
29840.0734,2487
29840.0734,722
29840.0734,720
29840.0734,641
29840.0734,570
29840.0734,532
29840.0734,502
29840.0734,501
29840.0734,478
29841.0734,3438
29841.0734,3432
29842.0734,4060
29842.0734,4059
29843.0734,1010
29843.0734,1009
29843.0734,535
29844.0734,3847
29844.0734,2726
29845.0734,35311
29846.0734,38394
29846.0734,38333
29846.0734,35098
29846.0734,33027
29846.0734,33026
29846.0734,4118
29846.0734,4117
29846.0734,4116
29846.0734,4090
220.0026,35911
220.0026,35421
220.0026,423
220.0026,144
390.0026,38401
390.0026,183
29847.0734,3066
29848.0734,37583
29848.0734,2927
29848.0734,2920
393.0026,266
394.0026,235
394.0026,189
394.0026,184
29849.0734,35677
29849.0734,3058
29849.0734,3057
397.0026,38795
397.0026,38461
397.0026,38258
397.0026,35101
397.0026,35100
397.0026,4045
397.0026,3955
397.0026,3799
397.0026,3796
397.0026,3745
397.0026,3743
397.0026,3742
397.0026,3722
397.0026,268
399.0026,38795
399.0026,38461
399.0026,38258
399.0026,35101
399.0026,35100
399.0026,4045
399.0026,3955
399.0026,3799
399.0026,3796
399.0026,3745
399.0026,3743
399.0026,3742
399.0026,3722
399.0026,268
400.0026,38795
400.0026,38461
400.0026,38258
400.0026,35101
400.0026,35100
400.0026,4045
400.0026,3955
400.0026,3799
400.0026,3796
400.0026,3745
400.0026,3743
400.0026,3742
400.0026,3722
400.0026,268
29850.0734,3405
29850.0734,3404
29850.0734,3268
29850.0734,2946
29850.0734,2855
29850.0734,2800
29850.0734,2734
29850.0734,2733
29850.0734,2724
29850.0734,2720
29850.0734,2719
29850.0734,2718
29850.0734,2715
29850.0734,2712
29850.0734,2711
29850.0734,2710
29850.0734,2709
29850.0734,2499
29850.0734,2498
29850.0734,2487
29850.0734,2473
29850.0734,402
29850.0734,197
29850.0734,188
29850.0734,134
404.0026,306
404.0026,279
406.0026,283
407.0026,283
408.0026,37371
